p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
DUSP23	6.7999265022017e-94	0.314124014503472	0.351	0.087	1.31116182815453e-89	0	DUSP23
TSTA3	1.42590104039395e-93	0.288456006526034	0.333	0.079	2.74942238608762e-89	0	TSTA3
CSF3R	1.67557761806823e-93	0.31582165460147	0.313	0.067	3.23084876315917e-89	0	CSF3R
BLVRB	1.75532881093714e-93	0.316270366056365	0.411	0.125	3.38462501324899e-89	0	BLVRB
RACK1	8.59912051446953e-93	0.583235994191108	0.946	0.892	1.65808241760001e-88	0	RACK1
TRAPPC1	3.25265468037915e-92	0.370087843184779	0.472	0.175	6.27176875470707e-88	0	TRAPPC1
NAXE	1.36165992419053e-91	0.250124522112105	0.294	0.06	2.62555266582419e-87	0	NAXE
MTUS1	6.94756639438947e-91	0.264083976584892	0.384	0.102	1.33962975216618e-86	0	MTUS1
MRPS21	1.64835358789e-90	0.374290783353419	0.492	0.191	3.1783553881695e-86	0	MRPS21
MT-ND4	2.6173198634757e-90	0.53900485214395	0.994	0.998	5.04671616075384e-86	0	MT-ND4
LMAN2	9.80239418271373e-90	0.412592493740675	0.522	0.223	1.89009764631086e-85	0	LMAN2
FNIP2	1.00996914497831e-89	0.283924101683025	0.374	0.102	1.94742250534719e-85	0	FNIP2
MRPS26	1.0851395001e-89	0.259219009218008	0.342	0.086	2.09236598409281e-85	0	MRPS26
HEBP2	1.49998244259873e-89	0.324615165543456	0.392	0.119	2.89226614581888e-85	0	HEBP2
AFDN	2.80373729103221e-89	0.259615206167687	0.308	0.069	5.40616624456831e-85	0	AFDN
ICAM1	4.137494208362e-89	0.359822101951159	0.404	0.119	7.97791633256361e-85	0	ICAM1
XBP1	1.14101265335201e-88	0.337417832213808	0.562	0.23	2.20010059819336e-84	0	XBP1
BTG3	2.59816025597243e-88	0.290828114863768	0.42	0.131	5.00977260556603e-84	0	BTG3
CTNNA1	7.94695268168411e-88	0.32973462093761	0.481	0.18	1.53233141608233e-83	0	CTNNA1
SOX4	1.16810733079849e-87	0.443376386927585	0.424	0.14	2.25234455524565e-83	0	SOX4
SFTPA1	1.64570522603023e-87	0.51431751943418	0.472	0.173	3.17324881683149e-83	0	SFTPA1
ENO1	2.75266334807835e-87	0.41614624660059	0.718	0.428	5.30768546776467e-83	0	ENO1
RNF5	2.92748617821644e-87	0.25901753344635	0.325	0.079	5.64477884883694e-83	0	RNF5
METTL26	7.79594399945345e-87	0.271580858025598	0.381	0.112	1.50321392197461e-82	0	METTL26
POLR2L	1.17926521188146e-86	0.402579895996697	0.611	0.302	2.27385918154984e-82	0	POLR2L
TMED9	7.51642254564237e-86	0.384303355802569	0.556	0.246	1.44931659525076e-81	0	TMED9
ENSA	1.90018275792506e-85	0.359731548732113	0.538	0.231	3.66393239383111e-81	0	ENSA
SSR4	1.16160499834655e-84	0.453067396916705	0.743	0.528	2.23980675781183e-80	0	SSR4
DCXR	3.32760480749764e-84	0.276996698040379	0.356	0.099	6.41628758981695e-80	0	DCXR
DRAM1	6.94068928288984e-84	0.296617189770869	0.32	0.081	1.33830370752682e-79	0	DRAM1
EEF1A1	1.02363763550901e-83	0.41126048952427	1	0.997	1.97377808878848e-79	0	EEF1A1
ANAPC11	1.13984675220416e-83	0.319364674850485	0.453	0.169	2.19785250760007e-79	0	ANAPC11
ANKRD10	1.19855142782025e-83	0.285700541621773	0.414	0.134	2.311046863123e-79	0	ANKRD10
MRPL55	1.62899772389809e-83	0.262383289204854	0.33	0.086	3.14103341122029e-79	0	MRPL55
MRPS34	2.46616235842557e-83	0.269387725709569	0.372	0.111	4.75525425951618e-79	0	MRPS34
DHCR24	9.2238151230214e-83	0.254551860860953	0.343	0.091	1.77853603202099e-78	0	DHCR24
IER2	9.41504639445313e-83	0.604949480553848	0.74	0.511	1.81540924577845e-78	0	IER2
ILF2	1.06337830433984e-82	0.316428904511012	0.414	0.14	2.05040604642807e-78	0	ILF2
TXN	2.88858446950544e-82	0.42288699468258	0.716	0.458	5.56976857410039e-78	0	TXN
ASRGL1	6.74506968803406e-82	0.263287281953006	0.297	0.07	1.30058433724673e-77	0	ASRGL1
ALDH3A2	1.46267126909716e-81	0.250151908845812	0.332	0.088	2.82032274107315e-77	0	ALDH3A2
TRAM1	1.76609096808664e-81	0.359305462320991	0.539	0.232	3.40537660466466e-77	0	TRAM1
PPP4C	3.83132202235654e-81	0.26005730834543	0.394	0.124	7.38755512350787e-77	0	PPP4C
RPAIN	7.16933195579409e-80	0.25576563644711	0.34	0.095	1.38239058771622e-75	0	RPAIN
NME3	2.62214149223241e-79	0.292311653374559	0.461	0.174	5.05601322532253e-75	0	NME3
CUTA	5.55763550146372e-79	0.3146919344827	0.476	0.189	1.07162327739223e-74	0	CUTA
TECR	2.18266011254763e-78	0.2932071174426	0.433	0.156	4.20860522901433e-74	0	TECR
GTF2H5	2.71824098095205e-77	0.259853507439942	0.353	0.107	5.24131225947174e-73	0	GTF2H5
ARRDC3	4.27080296580435e-77	0.319122044154329	0.472	0.184	8.23496227866395e-73	0	ARRDC3
NHP2	5.51085495389831e-76	0.260247371267537	0.355	0.11	1.06260305221067e-71	0	NHP2
ZNF281	6.85673592336893e-76	0.253301110333192	0.276	0.064	1.322115820744e-71	0	ZNF281
NFIX	1.7660072299494e-75	0.269519198900622	0.291	0.072	3.40521514078843e-71	0	NFIX
SMC4	2.94302712892606e-75	0.269891141951686	0.35	0.106	5.67474490999523e-71	0	SMC4
EPHX1	6.19031765666016e-74	0.29070757060405	0.425	0.151	1.19361705055721e-69	0	EPHX1
COX6A1	6.70406162636e-74	0.344722610829718	0.61	0.332	1.29267716279474e-69	0	COX6A1
RPL36A	1.0524545803866e-73	0.373255812461454	0.603	0.316	2.02934292190144e-69	0	RPL36A
RPS20	6.40631091414161e-73	0.413244556542305	0.967	0.931	1.23526487046478e-68	0	RPS20
VKORC1	1.12936794330907e-72	0.281613047071417	0.384	0.134	2.17764726828856e-68	0	VKORC1
CD46	2.77191370593304e-72	0.314199215261625	0.548	0.257	5.34480400778008e-68	0	CD46
HLA-DRB5	2.91383258642103e-72	0.436047564044846	0.736	0.482	5.61845199313703e-68	0	HLA-DRB5
PRKAR1A	9.76072974858075e-72	0.295528926602316	0.565	0.259	1.88206391012134e-67	0	PRKAR1A
TCEAL4	2.47358332190909e-71	0.274777784934393	0.457	0.179	4.7695633613051e-67	0	TCEAL4
NEAT1	3.83016669660838e-70	0.672898829480773	0.98	0.938	7.38532742440027e-66	0	NEAT1
CNIH4	6.93268499296396e-70	0.253293632341855	0.387	0.137	1.33676032034331e-65	0	CNIH4
HLA-DQA2	1.78335638898703e-69	0.293820594374876	0.311	0.092	3.43866778924479e-65	0	HLA-DQA2
ERRFI1	5.15552395286915e-69	0.300598216650177	0.347	0.113	9.94088128592229e-65	0	ERRFI1
TMED2	7.37082456218947e-69	0.302205528493356	0.468	0.195	1.42124239208137e-64	0	TMED2
H3F3A	2.59023045257041e-68	0.368766146505084	0.948	0.886	4.99448235864626e-64	0	H3F3A
YWHAE	3.56628588427066e-67	0.312166375050884	0.597	0.302	6.87651244205068e-63	0	YWHAE
KDELR2	8.40869725539086e-67	0.270096704617052	0.468	0.194	1.62136500478447e-62	0	KDELR2
SMIM14	9.60743909624909e-67	0.255521713162122	0.383	0.139	1.85250640653875e-62	0	SMIM14
BEX4	2.1876225225173e-65	0.277926952492012	0.386	0.145	4.21817374791786e-61	0	BEX4
C1QBP	1.64392383717823e-63	0.264359850446233	0.414	0.164	3.16981394284707e-59	0	C1QBP
KRT10	2.93290586578957e-63	0.262914268490748	0.425	0.174	5.65522909041544e-59	0	KRT10
RPL7	5.518851955228e-63	0.506769410073878	0.944	0.894	1.06414503400706e-58	0	RPL7
MT-CO1	4.50818422802186e-62	0.448671883093208	0.996	0.998	8.69268082847176e-58	0	MT-CO1
IRF2BP2	2.77223109377347e-61	0.287258648859657	0.49	0.227	5.345415995014e-57	0	IRF2BP2
PDIA6	4.07820235420208e-61	0.307170572479677	0.528	0.261	7.86358977937245e-57	0	PDIA6
TMEM30A	4.11954907201175e-61	0.253253542225358	0.394	0.156	7.94331452065306e-57	0	TMEM30A
LPP	9.10908386347888e-61	0.263550464071778	0.432	0.18	1.756413550556e-56	0	LPP
KDELR1	1.21222294181236e-60	0.252822023202761	0.399	0.161	2.33740827640258e-56	0	KDELR1
S100A6	1.26330715895819e-60	0.46191617531146	0.978	0.913	2.43590886390317e-56	0	S100A6
RAB13	1.6329206826849e-60	0.266227125198766	0.439	0.189	3.14859766035301e-56	0	RAB13
CCND1	4.03775996639778e-60	0.29175407319127	0.261	0.073	7.78560876720821e-56	0	CCND1
RARRES3	1.01276005794721e-58	0.390225680017739	0.359	0.138	1.95280394373381e-54	0	RARRES3
MRPL33	8.98108402047033e-58	0.258462196079023	0.386	0.156	1.73173262082709e-53	0	MRPL33
THOC2	2.39487249404836e-57	0.257575083887214	0.416	0.176	4.61779314302405e-53	0	THOC2
NUPR1	4.40492318178659e-56	0.308053078121681	0.506	0.244	8.4935728791209e-52	0	NUPR1
RPL8	5.62697462336283e-56	0.400424301469574	0.955	0.935	1.08499324687682e-51	0	RPL8
MYLIP	3.01819983799226e-55	0.315493751978551	0.373	0.149	5.81969292761667e-51	0	MYLIP
HSD17B11	1.99099423980262e-53	0.286541039613525	0.377	0.159	3.8390350931874e-49	0	HSD17B11
PKM	1.2131617378788e-52	0.296763518930873	0.603	0.352	2.3392184629779e-48	0	PKM
NDUFA1	1.36615534005987e-52	0.317419643775149	0.561	0.335	2.63422072670344e-48	0	NDUFA1
ERH	2.03162655781531e-51	0.253875844677564	0.462	0.227	3.91738232877949e-47	0	ERH
SSR2	2.27102355211362e-51	0.297230522886656	0.56	0.318	4.37898761318548e-47	0	SSR2
MZT2B	7.70281488465877e-51	0.271156630906089	0.472	0.238	1.4852567660599e-46	0	MZT2B
COX7B	1.16058578501261e-50	0.295266545339399	0.5	0.275	2.23784151066132e-46	0	COX7B
UQCR10	1.19293104607152e-50	0.294394205305086	0.536	0.303	2.30020964303511e-46	0	UQCR10
RPLP0	1.7378887362834e-50	0.31826390211066	0.915	0.836	3.35099706130165e-46	0	RPLP0
ATP5ME	1.03140945982603e-49	0.314124716428044	0.647	0.45	1.98876372043655e-45	0	ATP5ME
HSPA5	3.56701005122678e-49	0.280330288729838	0.615	0.376	6.87790878077548e-45	0	HSPA5
PEBP1	4.69224836290553e-49	0.307156850761775	0.763	0.602	9.04759329335444e-45	0	PEBP1
VAPA	6.23249287460262e-49	0.291400166052808	0.615	0.39	1.20174927608088e-44	0	VAPA
NPM1	1.54333020972583e-47	0.310819336933385	0.801	0.673	2.97584931039334e-43	0	NPM1
HINT1	1.5906456055086e-47	0.296019669000506	0.566	0.336	3.06708285654169e-43	0	HINT1
CANX	2.10500753455216e-47	0.29318876460938	0.609	0.378	4.05887552812347e-43	0	CANX
VAMP8	1.87388785537861e-46	0.299643195916598	0.584	0.341	3.61323056274104e-42	0	VAMP8
RPS4X	3.88063106224385e-46	0.387982219792502	0.986	0.973	7.4826328142186e-42	0	RPS4X
S100A10	2.29353528784077e-45	0.35718509497231	0.871	0.738	4.42239474201457e-41	0	S100A10
NPC2	9.13771911245042e-44	0.47065366206364	0.803	0.718	1.76193499926269e-39	0	NPC2
TAGLN2	6.35049755942362e-42	0.284874610674856	0.732	0.575	1.22450293940806e-37	0	TAGLN2
TMBIM6	2.22928878827567e-40	0.25501357757252	0.834	0.71	4.29851464155314e-36	0	TMBIM6
PRDX1	2.64920324875216e-40	0.262441192138916	0.771	0.616	5.10819370424391e-36	0	PRDX1
COX5B	1.07545451338176e-39	0.263928806555334	0.559	0.364	2.07369139270271e-35	0	COX5B
GTF2I	7.56314206462485e-39	0.27512000962191	0.425	0.231	1.45832505290096e-34	0	GTF2I
RPL10A	1.94584395132714e-38	0.319764134682093	0.9	0.842	3.75197630694899e-34	0	RPL10A
COX7C	4.72179562487308e-38	0.261114668853188	0.798	0.702	9.10456632388027e-34	0	COX7C
ELOB	4.82936789390655e-38	0.285254268703746	0.674	0.521	9.3119871730306e-34	0	ELOB
PARK7	6.02803305612927e-37	0.252173505103334	0.513	0.321	1.16232533388285e-32	0	PARK7
RPL10	7.3724831646734e-37	0.340510526050767	0.993	0.993	1.42156220381233e-32	0	RPL10
EDF1	8.2306187784523e-37	0.259546274324781	0.59	0.41	1.58702791286117e-32	0	EDF1
COX7A2	8.28449650666498e-37	0.264323726110879	0.527	0.339	1.59741661641514e-32	0	COX7A2
RPS15A	1.62725399475388e-36	0.276457169982524	0.949	0.903	3.13767115268444e-32	0	RPS15A
NCOA7	3.20266816115897e-36	0.259645536839134	0.375	0.191	6.17538474834672e-32	0	NCOA7
SERF2	3.02128217058996e-34	0.251122601641108	0.936	0.894	5.82563628133157e-30	0	SERF2
RPL39	3.81600718467037e-28	0.25961030013658	0.967	0.969	7.35802505348141e-24	0	RPL39
SCGB3A1	2.15509715313403e-19	0.486790792150483	0.625	0.528	4.15545833067305e-15	0	SCGB3A1
SERPINA1	3.40552286233942e-07	0.266167052510795	0.465	0.374	0.00656652918316287	0	SERPINA1
CXCR4	0	1.88738522485133	0.962	0.425	0	1	CXCR4
IL7R	0	1.51030021577523	0.644	0.091	0	1	IL7R
BTG1	0	1.49119157094857	0.997	0.69	0	1	BTG1
ETS1	0	1.08624711755149	0.594	0.068	0	1	ETS1
CD2	0	0.867747066779641	0.545	0.029	0	1	CD2
ZFP36L2	2.3202635258135e-288	1.36108337408372	0.974	0.58	4.4739321304736e-284	1	ZFP36L2
CCL5	3.78599591005498e-277	1.42146975318814	0.501	0.043	7.30015731376802e-273	1	CCL5
STK4	1.30148758546188e-254	0.913485228421919	0.68	0.161	2.50952836228759e-250	1	STK4
IKZF1	6.50852966434594e-254	0.901210608482426	0.613	0.114	1.25497468987918e-249	1	IKZF1
ACAP1	1.65592326507211e-231	0.646488213232439	0.519	0.072	3.19295123971205e-227	1	ACAP1
ITK	3.5841975258173e-229	0.560929365609544	0.406	0.026	6.91104966928091e-225	1	ITK
CD3E	4.31514807611043e-225	0.592868066369429	0.393	0.024	8.32046852035613e-221	1	CD3E
CD3D	4.44939897497724e-222	0.612831172223706	0.398	0.027	8.57933110355111e-218	1	CD3D
PTPRC	1.61162049235406e-218	1.02760709569944	0.705	0.25	3.10752663335709e-214	1	PTPRC
FYN	4.6276045373642e-211	0.679090216767353	0.532	0.094	8.92294706894565e-207	1	FYN
CRYBG1	3.13658454840842e-209	0.792255385420255	0.496	0.079	6.04796232624111e-205	1	CRYBG1
CD96	3.29418434147307e-206	0.51819769126431	0.387	0.03	6.35184624722837e-202	1	CD96
CD3G	2.40689990952045e-204	0.494902149504119	0.338	0.015	4.64098440553733e-200	1	CD3G
CD69	6.42098939684188e-199	0.918027504544304	0.753	0.256	1.23809517549905e-194	1	CD69
KIAA1551	1.46713605417917e-198	0.787328530212087	0.517	0.101	2.82893173966828e-194	1	KIAA1551
GPR171	1.07764415872e-193	0.597587598354549	0.348	0.022	2.0779134668439e-189	1	GPR171
CLEC2D	1.31847043537084e-187	0.573444524822519	0.422	0.054	2.54227469348206e-183	1	CLEC2D
CYTIP	2.23402841765381e-184	0.753200088791581	0.562	0.141	4.30765359492007e-180	1	CYTIP
TRBC2	2.26534706202298e-182	0.569355222739555	0.362	0.033	4.36804220499271e-178	1	TRBC2
MTRNR2L12	1.59566620693138e-177	1.28145444795076	0.995	0.696	3.07676358020508e-173	1	MTRNR2L12
PRDM1	1.64129782626485e-175	0.614524396774544	0.427	0.063	3.16475046860389e-171	1	PRDM1
FYB1	1.65165665679811e-175	0.741711281413788	0.529	0.126	3.18472436563812e-171	1	FYB1
BCL11B	4.84348616740068e-175	0.357856004022895	0.28	0.009	9.33921002798199e-171	1	BCL11B
TXNIP	3.82314950481898e-172	0.901793862333636	0.988	0.824	7.37179687519197e-168	1	TXNIP
RGS1	1.18208572317938e-170	0.897466024761377	0.858	0.375	2.27929769143448e-166	1	RGS1
AAK1	7.86925305865328e-170	0.707895558991253	0.539	0.144	1.51734937476953e-165	1	AAK1
IKZF3	6.82105917955976e-169	0.597738077970219	0.436	0.072	1.31523663100271e-164	1	IKZF3
TRBC1	2.78301443914199e-161	0.549092798759328	0.305	0.022	5.36620844155358e-157	1	TRBC1
B2M	1.42179546867421e-159	0.80537160040191	1	0.995	2.74150602269761e-155	1	B2M
PIK3IP1	1.13885903274139e-155	0.692997199773524	0.572	0.176	2.19594798693195e-151	1	PIK3IP1
TRAC	4.36183558890385e-155	0.537996174455948	0.354	0.044	8.41049138252439e-151	1	TRAC
DUSP2	1.08271458874472e-150	0.779082271342711	0.414	0.074	2.08769027001756e-146	1	DUSP2
CEMIP2	1.53120720277256e-149	0.676087217340721	0.456	0.101	2.95247372838605e-145	1	CEMIP2
SRSF7	2.40859094184796e-145	0.720443795589681	0.825	0.489	4.64424505407124e-141	1	SRSF7
PARP8	8.7658317084463e-139	0.461135398538179	0.352	0.054	1.69022767002262e-134	1	PARP8
AC058791.1	2.13774086451017e-136	0.521827324228933	0.355	0.057	4.12199193494851e-132	1	AC058791.1
IPCEF1	2.94919000240882e-134	0.325439088155636	0.252	0.017	5.68662816264469e-130	1	IPCEF1
CCL4	9.61922214742837e-134	1.63341526333794	0.412	0.092	1.85477841446714e-129	1	CCL4
TNFAIP3	1.55428978102946e-128	0.796455009778606	0.576	0.197	2.996981555781e-124	1	TNFAIP3
PPP2R5C	2.48055858247737e-127	0.666132137726575	0.52	0.18	4.78301305873287e-123	1	PPP2R5C
RORA	5.68422575093638e-126	0.636712561607717	0.414	0.098	1.09603240929555e-121	1	RORA
RUNX3	2.42562839055281e-125	0.443164369610907	0.312	0.044	4.67709666266392e-121	1	RUNX3
PLCG2	5.26204275552906e-124	0.818514623108516	0.61	0.255	1.01462708412111e-119	1	PLCG2
SPOCK2	1.0220471665161e-122	0.377834111288709	0.31	0.044	1.97071134647634e-118	1	SPOCK2
CCNH	6.20804636452081e-118	0.600071793039467	0.483	0.156	1.1970355000069e-113	1	CCNH
RNF19A	5.64944060564084e-117	0.635018704191829	0.445	0.131	1.08932513757967e-112	1	RNF19A
IL32	2.53653775476138e-116	0.630383398043497	0.471	0.14	4.89095209873089e-112	1	IL32
CORO1A	6.35300041977438e-114	0.44149957384137	0.359	0.076	1.2249855409409e-109	1	CORO1A
CNOT6L	7.96809094372642e-109	0.480204197122844	0.376	0.091	1.53640729576933e-104	1	CNOT6L
SLC4A7	3.16444841186244e-105	0.459937508834481	0.33	0.068	6.10168942775315e-101	1	SLC4A7
AC016831.5	3.95293219000404e-104	0.52580161076396	0.353	0.082	7.6220438487658e-100	1	AC016831.5
EVL	4.32354639760565e-104	0.599638088582515	0.471	0.169	8.33666216386321e-100	1	EVL
AKNA	7.62962076457468e-101	0.440153336194787	0.391	0.104	1.47114347582529e-96	1	AKNA
CELF2	1.38290125127609e-96	0.601727243884985	0.558	0.261	2.66651019271057e-92	1	CELF2
EMB	3.18081265904418e-96	0.377397475217931	0.32	0.069	6.133242969169e-92	1	EMB
TSC22D3	9.20037816843506e-96	0.713320547407409	0.981	0.91	1.77401691843765e-91	1	TSC22D3
DNAJB1	1.71343174293664e-95	0.775719695813715	0.746	0.459	3.30383908673042e-91	1	DNAJB1
NCK2	7.66394969948095e-94	0.330694205894852	0.305	0.063	1.47776278105392e-89	1	NCK2
KLF6	1.33826749157604e-92	0.805623546087543	0.845	0.628	2.58044737725692e-88	1	KLF6
CBLB	5.38166995593847e-92	0.360731856568887	0.315	0.07	1.03769360090406e-87	1	CBLB
SMCHD1	5.99460046300339e-90	0.490872815762185	0.426	0.148	1.15587886127631e-85	1	SMCHD1
MALAT1	8.89243589843503e-89	0.291642974242287	1	0.994	1.71463948993624e-84	1	MALAT1
STK17A	2.6798113946368e-87	0.412817096838324	0.35	0.095	5.16721233113868e-83	1	STK17A
TSPYL2	9.16820902325666e-81	0.529860836105935	0.372	0.121	1.76781406386435e-76	1	TSPYL2
FAM129A	7.44635918321918e-80	0.424129664009249	0.368	0.118	1.43580697770832e-75	1	FAM129A
HSP90AA1	4.47650357199595e-78	0.754771980616179	0.967	0.931	8.63159418752259e-74	1	HSP90AA1
SLA	1.10783159045246e-74	0.480101283398575	0.474	0.2	2.13612087271043e-70	1	SLA
SRGN	6.27746674575219e-74	0.357155623954667	0.922	0.617	1.21042113791594e-69	1	SRGN
ARL4C	8.01535140416703e-73	0.361679617138875	0.311	0.087	1.54552005775149e-68	1	ARL4C
SYTL3	3.30310455404652e-71	0.36387798786489	0.373	0.123	6.3690462011125e-67	1	SYTL3
RNF213	4.50464231439118e-67	0.500184328559476	0.468	0.229	8.68585131060906e-63	1	RNF213
ZC3HAV1	5.89855195141691e-67	0.384159383445724	0.313	0.097	1.13735878727221e-62	1	ZC3HAV1
BIRC3	3.42050299629594e-65	0.471043885584971	0.432	0.18	6.59541387745783e-61	1	BIRC3
PIK3R1	6.73720937599265e-65	0.463825045072282	0.415	0.175	1.2990687118789e-60	1	PIK3R1
SLC38A1	2.30955430172927e-63	0.309096394730024	0.308	0.097	4.45328260459438e-59	1	SLC38A1
PCSK7	3.95823118491133e-63	0.39235881541108	0.334	0.119	7.63226137074602e-59	1	PCSK7
FNBP1	9.08313770630449e-63	0.381986645678249	0.359	0.137	1.75141061252963e-58	1	FNBP1
WIPF1	9.33374944630849e-61	0.371514542343371	0.352	0.134	1.7997335682372e-56	1	WIPF1
ATM	1.87591122886658e-60	0.382643611287886	0.343	0.128	3.61713203150055e-56	1	ATM
CD53	5.06648626786481e-60	0.460831030859677	0.468	0.234	9.76919882169692e-56	1	CD53
DDX5	2.24023762832597e-59	0.39092502539988	0.975	0.933	4.31962619493814e-55	1	DDX5
RSRP1	5.7794019771662e-59	0.499449162939203	0.523	0.304	1.11438428923719e-54	1	RSRP1
CDC42SE2	4.86120192156566e-58	0.343602318942543	0.354	0.138	9.37336954516291e-54	1	CDC42SE2
FKBP5	1.20747038036163e-57	0.522213933483134	0.561	0.353	2.32824438741329e-53	1	FKBP5
PPP1R2	1.28008204530806e-56	0.416282060580195	0.385	0.17	2.468254199763e-52	1	PPP1R2
SYNE2	3.02633703303126e-53	0.471462053100786	0.449	0.233	5.83538306709087e-49	1	SYNE2
HLA-E	5.24978062101079e-53	0.294208769718827	0.886	0.771	1.0122626993433e-48	1	HLA-E
PDCD4	1.66924565117559e-52	0.397279292112807	0.391	0.182	3.21863946459677e-48	1	PDCD4
JUND	5.706475560708e-52	0.393114755290778	0.904	0.67	1.10032261761572e-47	1	JUND
CASP8	3.82907283769837e-51	0.27490309692696	0.265	0.088	7.38321824564999e-47	1	CASP8
AHNAK	3.55735545697847e-50	0.369528510133984	0.727	0.473	6.85929279214589e-46	1	AHNAK
NKTR	7.57122598956504e-50	0.487768686591485	0.507	0.312	1.45988379530793e-45	1	NKTR
ANKRD12	1.29492546998114e-49	0.49286662457677	0.528	0.353	2.49687529121764e-45	1	ANKRD12
CD48	1.51200230058204e-49	0.290402290091546	0.255	0.082	2.91544283598229e-45	1	CD48
IL2RG	4.00160166862952e-49	0.279926908746696	0.254	0.083	7.71588833745145e-45	1	IL2RG
PTGER4	2.44194532382522e-48	0.391603169358719	0.324	0.133	4.7085589733998e-44	1	PTGER4
PIP4K2A	2.77419679621786e-48	0.272119675966951	0.281	0.101	5.34920626246728e-44	1	PIP4K2A
ATF7IP	4.43357614127642e-48	0.28679625402256	0.269	0.094	8.54882151560919e-44	1	ATF7IP
ANKRD44	7.31335824499325e-48	0.333524113692038	0.357	0.156	1.4101617367996e-43	1	ANKRD44
NAP1L4	8.80116942228384e-47	0.374979102891676	0.342	0.155	1.69704148800477e-42	1	NAP1L4
MBNL1	1.49957980796969e-46	0.474700268034007	0.487	0.306	2.89148978572715e-42	1	MBNL1
HCST	5.44853769823908e-46	0.373436805473334	0.341	0.149	1.05058703897446e-41	1	HCST
TC2N	1.11888044098123e-45	0.261299788257938	0.251	0.084	2.15742526630001e-41	1	TC2N
TUBA4A	1.20846765124656e-45	0.294346909164348	0.288	0.11	2.33016732513362e-41	1	TUBA4A
SLFN5	1.68107560437297e-45	0.367422250514522	0.342	0.155	3.24144998035197e-41	1	SLFN5
SMAP2	2.03945956835963e-45	0.341567610032859	0.389	0.192	3.93248593971103e-41	1	SMAP2
HLA-F	3.71293328447514e-45	0.370030441561327	0.395	0.202	7.15927795912497e-41	1	HLA-F
RBM39	1.24021013926416e-44	0.37159285609304	0.671	0.5	2.39137319052915e-40	1	RBM39
ID2	2.2764861323729e-44	0.609840028453889	0.485	0.292	4.38952056044142e-40	1	ID2
STK17B	4.17291421617747e-44	0.383169374436279	0.401	0.207	8.0462131916334e-40	1	STK17B
SARAF	1.17297678263201e-43	0.411669290638085	0.723	0.576	2.26173383227105e-39	1	SARAF
SEPT6	1.19923482374957e-43	0.263005287529757	0.269	0.099	2.31236458715391e-39	1	SEPT6
EPB41	2.8894934154184e-42	0.275881351659452	0.259	0.096	5.57152120360977e-38	1	EPB41
ERAP2	4.25018576265097e-42	0.303262807411478	0.319	0.141	8.19520818754359e-38	1	ERAP2
AKAP13	7.23802759651586e-42	0.269126531060631	0.798	0.573	1.39563648116019e-37	1	AKAP13
ARHGEF1	7.25427126669396e-42	0.319835451154466	0.328	0.15	1.39876858564393e-37	1	ARHGEF1
DOCK8	1.72755004523511e-41	0.303628284031268	0.34	0.156	3.33106199722234e-37	1	DOCK8
SF1	1.68390267729863e-40	0.356945286352956	0.44	0.261	3.24690114236722e-36	1	SF1
MT-ATP6	1.96469170569739e-40	0.354445878871297	1	0.997	3.7883185469257e-36	1	MT-ATP6
SON	1.96813321499373e-39	0.306882503961797	0.806	0.653	3.79495446515092e-35	1	SON
RBPJ	2.52347331919092e-39	0.626724798239306	0.433	0.282	4.86576125406393e-35	1	RBPJ
HMGB2	1.06129519192532e-38	0.361082407935012	0.368	0.193	2.0463893890704e-34	1	HMGB2
