dynamicColors	mergedColors
NTPCR	grey	grey
NTRK1	grey	grey
NTRK2	grey	grey
NTRK3	red	red
NTS	grey	grey
NTSR1	grey	grey
NUAK1	green	green
NUAK2	turquoise	pink
NUB1	grey	grey
NUBP2	brown	brown
NUBPL	blue	blue
NUCB1	brown	brown
NUCB2	grey	grey
NUCKS1	turquoise	pink
NUDCD1	blue	blue
NUDCD2	turquoise	pink
NUDCD3	turquoise	pink
NUDT1	blue	blue
NUDT10	grey	grey
NUDT11	grey	grey
NUDT12	turquoise	pink
NUDT13	brown	brown
NUDT14	grey	grey
NUDT15	blue	blue
NUDT16	turquoise	pink
NUDT16L1	grey	grey
NUDT17	grey	grey
NUDT18	grey	grey
NUDT19	blue	blue
NUDT2	grey	grey
NUDT21	pink	pink
NUDT4	grey	grey
NUDT5	grey	grey
NUDT9	turquoise	pink
NUF2	blue	blue
NUFIP1	blue	blue
NUFIP2	turquoise	pink
NUMA1	turquoise	pink
NUMB	turquoise	pink
NUMBL	turquoise	pink
NUP107	blue	blue
NUP133	turquoise	pink
NUP153	turquoise	pink
NUP155	blue	blue
NUP160	pink	pink
NUP188	turquoise	pink
NUP205	blue	blue
NUP210	blue	blue
NUP210L	grey	grey
NUP214	turquoise	pink
NUP35	blue	blue
NUP37	blue	blue
NUP43	blue	blue
NUP50	turquoise	pink
NUP54	blue	blue
NUP62	turquoise	pink
NUP62CL	grey	grey
NUP85	blue	blue
NUP88	blue	blue
NUP93	blue	blue
NUP98	turquoise	pink
NUPR1	grey	grey
NUS1	blue	blue
NUTF2	grey	grey
NUTM1	grey	grey
NXF1	brown	brown
NXF3	grey	grey
NXN	grey	grey
NXNL2	grey	grey
NXPE1	grey	grey
NXPE3	yellow	magenta
NXPE4	grey	grey
NXPH1	grey	grey
NXPH2	grey	grey
NXPH3	red	red
NXPH4	grey	grey
NXT2	grey	grey
NYAP1	grey	grey
NYAP2	grey	grey
NYNRIN	turquoise	pink
OAF	grey	grey
OARD1	turquoise	pink
OAS1	turquoise	pink
OAS2	grey	grey
OAS3	turquoise	pink
OASL	grey	grey
OAT	grey	grey
OAZ1	grey	grey
OAZ2	turquoise	pink
OBSCN	brown	brown
OBSL1	grey	grey
OCA2	grey	grey
OCEL1	grey	grey
OCIAD1	turquoise	pink
OCIAD2	grey	grey
OCLN	turquoise	pink
OCRL	turquoise	pink
ODAM	grey	grey
ODC1	grey	grey
ODF2	turquoise	pink
ODF2L	brown	brown
ODF3B	brown	brown
ODF3L1	grey	grey
ODF3L2	grey	grey
OFD1	brown	brown
OGDH	turquoise	pink
OGDHL	grey	grey
OGFOD1	turquoise	pink
OGFOD3	turquoise	pink
OGFR	brown	brown
OGFRL1	yellow	magenta
OGG1	turquoise	pink
OGN	red	red
OGT	brown	brown
OIP5	blue	blue
OIT3	grey	grey
OLA1	blue	blue
OLAH	grey	grey
OLFM1	grey	grey
OLFM2	grey	grey
OLFM4	grey	grey
OLFML1	green	green
OLFML2A	green	green
OLFML2B	green	green
OLFML3	grey	grey
OLIG1	grey	grey
OLIG2	grey	grey
OLR1	yellow	magenta
OMA1	turquoise	pink
OMD	green	green
OMG	black	black
OMP	grey	grey
ONECUT1	grey	grey
ONECUT2	grey	grey
ONECUT3	grey	grey
OPA1	pink	pink
OPA3	turquoise	pink
OPCML	grey	grey
OPN4	grey	grey
OPRD1	grey	grey
OPRK1	grey	grey
OPRM1	grey	grey
OPTN	grey	grey
OR1F1	grey	grey
OR2B6	grey	grey
OR2C1	grey	grey
OR3A2	grey	grey
OR4D1	grey	grey
OR51B5	grey	grey
OR51E1	grey	grey
OR51E2	grey	grey
OR7C1	grey	grey
OR7D2	grey	grey
ORAI1	grey	grey
ORAI2	turquoise	pink
ORAI3	grey	grey
ORC1	blue	blue
ORC2	blue	blue
ORC4	blue	blue
ORC5	blue	blue
ORC6	blue	blue
ORM2	grey	grey
ORMDL1	brown	brown
ORMDL3	turquoise	pink
OSBP	turquoise	pink
OSBP2	turquoise	pink
OSBPL10	turquoise	pink
OSBPL11	pink	pink
OSBPL1A	turquoise	pink
OSBPL2	turquoise	pink
OSBPL3	grey	grey
OSBPL5	turquoise	pink
OSBPL6	black	black
OSBPL7	brown	brown
OSBPL8	pink	pink
OSBPL9	turquoise	pink
OSCAR	yellow	magenta
OSCP1	black	black
OSER1	pink	pink
OSGEP	brown	brown
OSGEPL1	blue	blue
OSGIN1	grey	grey
OSGIN2	blue	blue
OSM	yellow	magenta
OSMR	turquoise	pink
OSR1	red	red
OSR2	grey	grey
OSTM1	yellow	magenta
OTC	red	red
OTOF	grey	grey
OTOGL	grey	grey
OTP	grey	grey
OTUB1	grey	grey
OTUB2	grey	grey
OTUD1	grey	grey
OTUD3	brown	brown
OTUD4	turquoise	pink
OTUD5	turquoise	pink
OTUD6B	blue	blue
OTUD7A	grey	grey
OTUD7B	turquoise	pink
OTULIN	turquoise	pink
OTX1	blue	blue
OVGP1	grey	grey
OVOL2	grey	grey
OVOL3	grey	grey
OXA1L	turquoise	pink
OXCT1	grey	grey
OXER1	brown	brown
OXGR1	grey	grey
OXLD1	blue	blue
OXNAD1	turquoise	pink
OXR1	pink	pink
OXSM	grey	grey
OXSR1	turquoise	pink
OXTR	black	black
P2RX1	magenta	magenta
P2RX2	grey	grey
P2RX3	grey	grey
P2RX4	grey	grey
P2RX5	magenta	magenta
P2RX6	grey	grey
P2RX7	yellow	magenta
P2RY1	grey	grey
P2RY10	magenta	magenta
P2RY12	yellow	magenta
P2RY13	yellow	magenta
P2RY14	yellow	magenta
P2RY2	grey	grey
P2RY4	grey	grey
P2RY6	grey	grey
P2RY8	magenta	magenta
P3H1	green	green
P3H2	grey	grey
P3H3	green	green
P3H4	blue	blue
P4HA1	blue	blue
P4HA2	turquoise	pink
P4HA3	green	green
P4HB	turquoise	pink
PA2G4	blue	blue
PAAF1	turquoise	pink
PABPC1L	brown	brown
PABPC4L	grey	grey
PABPC5	green	green
PABPN1	brown	brown
PACRG	black	black
PACRGL	turquoise	pink
PACS1	turquoise	pink
PACS2	brown	brown
PACSIN1	grey	grey
PACSIN2	turquoise	pink
PACSIN3	turquoise	pink
PADI1	grey	grey
PADI2	grey	grey
PADI3	grey	grey
PADI4	grey	grey
PAEP	grey	grey
PAF1	turquoise	pink
PAFAH1B1	turquoise	pink
PAFAH1B2	turquoise	pink
PAFAH1B3	blue	blue
PAFAH2	turquoise	pink
PAG1	grey	grey
PAGE5	grey	grey
PAGR1	turquoise	pink
PAH	grey	grey
PAICS	blue	blue
PAIP1	blue	blue
PAIP2	turquoise	pink
PAIP2B	turquoise	pink
PAK1	grey	grey
PAK1IP1	blue	blue
PAK2	pink	pink
PAK3	grey	grey
PAK4	turquoise	pink
PAK6	turquoise	pink
PALB2	pink	pink
PALD1	yellow	magenta
PALLD	green	green
PALM	red	red
PALM3	grey	grey
PALMD	red	red
PAM	turquoise	pink
PAMR1	green	green
PAN3	brown	brown
PANK1	turquoise	pink
PANK2	turquoise	pink
PANK3	turquoise	pink
PANK4	turquoise	pink
PANX1	pink	pink
PANX2	grey	grey
PAPLN	magenta	magenta
PAPOLA	turquoise	pink
PAPOLG	pink	pink
PAPPA	grey	grey
PAPPA2	grey	grey
PAPSS1	turquoise	pink
PAPSS2	grey	grey
PAQR3	blue	blue
PAQR6	brown	brown
PAQR7	turquoise	pink
PAQR8	grey	grey
PARD3	turquoise	pink
PARD3B	turquoise	pink
PARD6A	grey	grey
PARD6B	turquoise	pink
PARD6G	turquoise	pink
PARG	turquoise	pink
PARK7	grey	grey
PARM1	blue	blue
PARN	turquoise	pink
PARP1	turquoise	pink
PARP10	brown	brown
PARP11	grey	grey
PARP12	grey	grey
PARP14	pink	pink
PARP15	magenta	magenta
PARP16	turquoise	pink
PARP2	blue	blue
PARP3	grey	grey
PARP6	brown	brown
PARP8	grey	grey
PARP9	pink	pink
PARPBP	blue	blue
PARS2	blue	blue
PARVA	green	green
PARVB	grey	grey
PARVG	yellow	magenta
PASK	brown	brown
PATL1	turquoise	pink
PATL2	magenta	magenta
PATZ1	turquoise	pink
PAWR	turquoise	pink
PAX5	magenta	magenta
PAX7	grey	grey
PAX8	grey	grey
PAX9	grey	grey
PAXBP1	brown	brown
PBDC1	grey	grey
PBK	blue	blue
PBLD	grey	grey
PBOV1	grey	grey
PBRM1	turquoise	pink
PBX1	turquoise	pink
PBX2	turquoise	pink
PBX3	turquoise	pink
PBX4	brown	brown
PBXIP1	blue	blue
PC	turquoise	pink
PCBD1	grey	grey
PCBD2	turquoise	pink
PCBP3	grey	grey
PCBP4	grey	grey
PCCA	grey	grey
PCCB	pink	pink
PCDH1	turquoise	pink
PCDH10	grey	grey
PCDH12	red	red
PCDH15	red	red
PCDH17	red	red
PCDH18	green	green
PCDH19	grey	grey
PCDH7	grey	grey
PCDH8	grey	grey
PCDH9	grey	grey
PCDHA10	grey	grey
PCDHA2	grey	grey
PCDHA3	grey	grey
PCDHA6	grey	grey
PCDHA9	grey	grey
PCDHAC1	grey	grey
PCDHAC2	turquoise	pink
PCDHB1	grey	grey
PCDHB10	grey	grey
PCDHB13	grey	grey
PCDHB14	grey	grey
PCDHB15	grey	grey
PCDHB16	grey	grey
PCDHB2	grey	grey
PCDHB3	grey	grey
PCDHB4	grey	grey
PCDHB5	grey	grey
PCDHB6	grey	grey
PCDHB7	grey	grey
PCDHB8	grey	grey
PCDHB9	grey	grey
PCDHGA11	grey	grey
PCDHGA8	grey	grey
PCDHGA9	green	green
PCDHGB6	grey	grey
PCDHGB7	green	green
PCDHGC3	green	green
PCDHGC4	grey	grey
PCDHGC5	grey	grey
PCED1A	brown	brown
PCED1B	grey	grey
PCF11	brown	brown
PCGF3	brown	brown
PCGF5	turquoise	pink
PCGF6	blue	blue
PCID2	brown	brown
PCIF1	turquoise	pink
PCK1	grey	grey
PCK2	grey	grey
PCLO	turquoise	pink
PCM1	turquoise	pink
PCMT1	blue	blue
PCMTD1	turquoise	pink
PCMTD2	brown	brown
PCNA	blue	blue
PCNP	pink	pink
PCNT	brown	brown
PCOLCE	green	green
PCOLCE2	grey	grey
PCP4	grey	grey
PCP4L1	grey	grey
PCSK1	grey	grey
PCSK1N	grey	grey
PCSK2	grey	grey
PCSK4	brown	brown
PCSK5	red	red
PCSK6	grey	grey
PCSK7	turquoise	pink
PCSK9	grey	grey
PCTP	grey	grey
PCYOX1	turquoise	pink
PCYOX1L	grey	grey
PCYT1A	pink	pink
PCYT1B	black	black
PCYT2	grey	grey
PDAP1	blue	blue
PDC	grey	grey
PDCD1	magenta	magenta
PDCD10	pink	pink
PDCD11	turquoise	pink
PDCD1LG2	yellow	magenta
PDCD2	blue	blue
PDCD2L	blue	blue
PDCD4	turquoise	pink
PDCD5	blue	blue
PDCD6IP	turquoise	pink
PDCD7	turquoise	pink
PDCL	turquoise	pink
PDE10A	grey	grey
PDE11A	grey	grey
PDE12	turquoise	pink
PDE1A	grey	grey
PDE1B	yellow	magenta
PDE1C	grey	grey
PDE2A	red	red
PDE3A	grey	grey
PDE3B	grey	grey
PDE4A	turquoise	pink
PDE4B	yellow	magenta
PDE4D	grey	grey
PDE4DIP	turquoise	pink
PDE5A	green	green
PDE6A	grey	grey
PDE6B	grey	grey
PDE6C	brown	brown
PDE6D	blue	blue
PDE6G	yellow	magenta
PDE7A	brown	brown
PDE7B	grey	grey
PDE8A	turquoise	pink
PDE8B	grey	grey
PDE9A	grey	grey
PDGFA	grey	grey
PDGFB	green	green
PDGFC	green	green
PDGFD	grey	grey
PDGFRA	green	green
PDGFRB	green	green
PDGFRL	grey	grey
PDHA1	turquoise	pink
PDHB	turquoise	pink
PDHX	blue	blue
PDIA2	grey	grey
PDIA3	turquoise	pink
PDIA4	grey	grey
PDIA5	grey	grey
PDIK1L	turquoise	pink
PDK1	blue	blue
PDK2	turquoise	pink
PDK3	grey	grey
PDK4	red	red
PDLIM2	grey	grey
PDLIM3	green	green
PDLIM4	grey	grey
PDLIM5	grey	grey
PDLIM7	green	green
PDP1	turquoise	pink
PDP2	turquoise	pink
PDPK1	turquoise	pink
PDPN	green	green
PDPR	turquoise	pink
PDRG1	blue	blue
PDS5A	turquoise	pink
PDS5B	turquoise	pink
PDSS2	grey	grey
PDX1	grey	grey
PDXDC1	turquoise	pink
PDXK	turquoise	pink
PDZD11	blue	blue
PDZD2	red	red
PDZD3	grey	grey
PDZD4	black	black
PDZD7	grey	grey
PDZD8	turquoise	pink
PDZD9	grey	grey
PDZK1IP1	grey	grey
PDZRN3	green	green
PDZRN4	grey	grey
PEA15	yellow	magenta
PEAK1	green	green
PEAR1	red	red
PEBP1	grey	grey
PEBP4	red	red
PECAM1	red	red
PECR	grey	grey
PEF1	turquoise	pink
PEG10	grey	grey
PELI1	grey	grey
PELI2	turquoise	pink
PELI3	turquoise	pink
PELO	turquoise	pink
PELP1	turquoise	pink
PENK	grey	grey
PEPD	grey	grey
PER1	grey	grey
PER2	turquoise	pink
PER3	turquoise	pink
PERP	grey	grey
PES1	blue	blue
PET117	grey	grey
PEX1	turquoise	pink
PEX10	turquoise	pink
PEX11A	grey	grey
PEX11B	turquoise	pink
PEX11G	grey	grey
PEX12	turquoise	pink
PEX13	blue	blue
PEX14	brown	brown
PEX16	brown	brown
PEX19	turquoise	pink
PEX2	grey	grey
PEX26	turquoise	pink
PEX3	grey	grey
PEX5	turquoise	pink
PEX5L	grey	grey
PEX6	grey	grey
PEX7	grey	grey
PF4V1	grey	grey
PFAS	turquoise	pink
PFDN1	turquoise	pink
PFDN2	turquoise	pink
PFDN4	blue	blue
PFDN5	brown	brown
PFDN6	grey	grey
PFKFB1	grey	grey
PFKFB2	turquoise	pink
PFKFB3	grey	grey
PFKFB4	blue	blue
PFKL	turquoise	pink
PFKM	pink	pink
PFN2	blue	blue
PFN4	grey	grey
PGAM5	blue	blue
PGAP1	turquoise	pink
PGAP2	turquoise	pink
PGAP3	grey	grey
PGBD1	grey	grey
PGBD2	turquoise	pink
PGBD4	brown	brown
PGBD5	grey	grey
PGC	blue	blue
PGD	grey	grey
PGF	grey	grey
PGGT1B	turquoise	pink
PGK1	blue	blue
PGLS	grey	grey
PGLYRP1	grey	grey
PGLYRP2	grey	grey
PGLYRP3	grey	grey
PGLYRP4	grey	grey
PGM1	grey	grey
PGM2	blue	blue
PGM2L1	grey	grey
PGM3	blue	blue
PGM5	red	red
PGP	blue	blue
PGPEP1	brown	brown
PGR	red	red
PGRMC1	grey	grey
PGRMC2	turquoise	pink
PGS1	brown	brown
PHACTR1	red	red
PHACTR2	turquoise	pink
PHACTR3	grey	grey
PHACTR4	turquoise	pink
PHAX	turquoise	pink
PHB2	blue	blue
PHC1	turquoise	pink
PHC2	turquoise	pink
PHC3	pink	pink
PHEX	grey	grey
PHF1	brown	brown
PHF10	turquoise	pink
PHF11	grey	grey
PHF12	turquoise	pink
PHF13	turquoise	pink
PHF14	turquoise	pink
PHF19	blue	blue
PHF2	turquoise	pink
PHF20	turquoise	pink
PHF20L1	turquoise	pink
PHF21A	turquoise	pink
PHF21B	grey	grey
PHF23	turquoise	pink
PHF3	turquoise	pink
PHF6	pink	pink
PHF7	brown	brown
PHF8	turquoise	pink
PHGDH	grey	grey
PHGR1	grey	grey
PHIP	turquoise	pink
PHKA1	turquoise	pink
PHKA2	brown	brown
PHKB	turquoise	pink
PHKG2	brown	brown
PHLDA1	grey	grey
PHLDA2	grey	grey
PHLDA3	grey	grey
PHLDB1	turquoise	pink
PHLDB2	grey	grey
PHLDB3	grey	grey
PHLPP1	turquoise	pink
PHLPP2	turquoise	pink
PHOSPHO2	grey	grey
PHRF1	turquoise	pink
PHTF1	turquoise	pink
PHTF2	blue	blue
PHYH	grey	grey
PHYHIP	grey	grey
PHYHIPL	grey	grey
PHYKPL	brown	brown
PI15	grey	grey
PI16	red	red
PI3	grey	grey
PI4K2A	grey	grey
PI4K2B	turquoise	pink
PI4KB	turquoise	pink
PIANP	grey	grey
PIAS1	turquoise	pink
PIAS2	turquoise	pink
PIAS4	turquoise	pink
PIBF1	blue	blue
PICALM	turquoise	pink
PICK1	brown	brown
PID1	red	red
PIDD1	brown	brown
PIEZO1	turquoise	pink
PIEZO2	green	green
PIF1	blue	blue
PIFO	black	black
PIGA	grey	grey
PIGB	turquoise	pink
PIGC	blue	blue
PIGG	brown	brown
PIGK	pink	pink
PIGL	brown	brown
PIGM	turquoise	pink
PIGN	turquoise	pink
PIGO	turquoise	pink
PIGQ	brown	brown
PIGR	blue	blue
PIGS	turquoise	pink
PIGT	grey	grey
PIGU	blue	blue
PIGV	turquoise	pink
PIGW	turquoise	pink
PIGX	pink	pink
PIGZ	grey	grey
PIH1D1	brown	brown
PIH1D2	black	black
PIH1D3	black	black
PIK3AP1	yellow	magenta
PIK3C2A	turquoise	pink
PIK3C2B	turquoise	pink
PIK3C2G	grey	grey
PIK3C3	turquoise	pink
PIK3CA	pink	pink
PIK3CB	pink	pink
PIK3CD	yellow	magenta
PIK3CG	yellow	magenta
PIK3IP1	yellow	magenta
PIK3R1	turquoise	pink
PIK3R3	turquoise	pink
PIK3R4	pink	pink
PIK3R5	yellow	magenta
PIK3R6	yellow	magenta
PIKFYVE	turquoise	pink
PILRA	yellow	magenta
PIM1	grey	grey
PIM2	magenta	magenta
PIM3	grey	grey
PIN1	brown	brown
PIN4	grey	grey
PINK1	turquoise	pink
PINLYP	grey	grey
PINX1	grey	grey
PIP	black	black
PIP4K2A	yellow	magenta
PIP4K2B	turquoise	pink
PIP4K2C	turquoise	pink
PIP5K1A	turquoise	pink
PIP5K1B	grey	grey
PIP5K1C	turquoise	pink
PIP5KL1	grey	grey
PIPOX	grey	grey
PIR	grey	grey
PISD	brown	brown
PITHD1	turquoise	pink
PITPNA	turquoise	pink
PITPNB	blue	blue
PITPNC1	grey	grey
PITPNM1	turquoise	pink
PITPNM2	turquoise	pink
PITPNM3	turquoise	pink
PITRM1	turquoise	pink
PITX1	grey	grey
PITX2	grey	grey
PITX3	grey	grey
PIWIL1	grey	grey
PIWIL2	grey	grey
PIWIL4	grey	grey
PJA1	turquoise	pink
PJA2	turquoise	pink
PKD1	turquoise	pink
PKD1L1	grey	grey
PKD1L2	grey	grey
PKD2	green	green
PKD2L1	grey	grey
PKD2L2	brown	brown
PKDCC	grey	grey
PKDREJ	grey	grey
PKHD1	grey	grey
PKHD1L1	grey	grey
PKIA	grey	grey
PKIB	grey	grey
PKIG	grey	grey
PKLR	grey	grey
PKM	blue	blue
PKN1	turquoise	pink
PKN2	pink	pink
PKN3	turquoise	pink
PKNOX1	turquoise	pink
PKNOX2	red	red
PKP1	grey	grey
PKP2	grey	grey
PKP3	turquoise	pink
PKP4	turquoise	pink
PLA1A	grey	grey
PLA2G12A	turquoise	pink
PLA2G12B	grey	grey
PLA2G15	yellow	magenta
PLA2G1B	red	red
PLA2G2A	grey	grey
PLA2G2D	magenta	magenta
PLA2G2F	grey	grey
PLA2G3	grey	grey
PLA2G4A	grey	grey
PLA2G4C	yellow	magenta
PLA2G4D	grey	grey
PLA2G4F	red	red
PLA2G5	green	green
PLA2G6	brown	brown
PLA2G7	yellow	magenta
PLA2R1	grey	grey
PLAA	grey	grey
PLAC1	grey	grey
PLAC8	black	black
PLAC8L1	grey	grey
PLAC9	red	red
PLAG1	grey	grey
PLAGL1	grey	grey
PLAGL2	turquoise	pink
PLAT	grey	grey
PLAU	green	green
PLAUR	grey	grey
PLB1	grey	grey
PLBD1	grey	grey
PLBD2	turquoise	pink
PLCB1	turquoise	pink
PLCB2	yellow	magenta
PLCB3	turquoise	pink
PLCB4	grey	grey
PLCD1	grey	grey
PLCD3	grey	grey
PLCD4	grey	grey
PLCE1	turquoise	pink
PLCG1	turquoise	pink
PLCG2	yellow	magenta
PLCH1	turquoise	pink
PLCH2	black	black
PLCL1	red	red
PLCL2	yellow	magenta
PLCXD1	grey	grey
PLCXD2	grey	grey
PLCXD3	grey	grey
PLCZ1	grey	grey
PLD1	grey	grey
PLD2	turquoise	pink
PLD3	grey	grey
PLD4	yellow	magenta
PLD5	grey	grey
PLEC	turquoise	pink
PLEK	yellow	magenta
PLEK2	grey	grey
PLEKHA1	turquoise	pink
PLEKHA2	yellow	magenta
PLEKHA3	turquoise	pink
PLEKHA4	grey	grey
PLEKHA5	turquoise	pink
PLEKHA6	grey	grey
PLEKHA7	turquoise	pink
PLEKHA8	turquoise	pink
PLEKHB1	grey	grey
PLEKHB2	turquoise	pink
PLEKHF1	grey	grey
PLEKHF2	grey	grey
PLEKHG1	grey	grey
PLEKHG2	turquoise	pink
PLEKHG3	turquoise	pink
PLEKHG4B	grey	grey
PLEKHG5	brown	brown
PLEKHG6	grey	grey
PLEKHH1	grey	grey
PLEKHH2	brown	brown
PLEKHH3	brown	brown
PLEKHJ1	grey	grey
PLEKHM1	turquoise	pink
PLEKHM2	turquoise	pink
PLEKHM3	turquoise	pink
PLEKHN1	brown	brown
PLEKHO1	yellow	magenta
PLEKHO2	yellow	magenta
PLEKHS1	black	black
PLGLB2	grey	grey
PLGRKT	grey	grey
PLIN1	grey	grey
PLIN2	blue	blue
PLIN4	grey	grey
PLIN5	brown	brown
PLK2	grey	grey
PLK3	grey	grey
PLK4	blue	blue
PLK5	grey	grey
PLLP	blue	blue
PLN	green	green
PLOD1	grey	grey
PLOD2	blue	blue
PLOD3	blue	blue
PLP1	grey	grey
PLRG1	pink	pink
PLS1	grey	grey
PLS3	turquoise	pink
PLSCR1	pink	pink
PLSCR2	grey	grey
PLSCR4	green	green
PLVAP	green	green
PLXDC1	grey	grey
PLXDC2	green	green
PLXNA1	pink	pink
PLXNA2	grey	grey
PLXNA3	brown	brown
PLXNA4	green	green
PLXNB1	turquoise	pink
PLXNB2	turquoise	pink
PLXNC1	yellow	magenta
PLXND1	grey	grey
PM20D1	grey	grey
PM20D2	blue	blue
PMAIP1	blue	blue
PMEL	grey	grey
PMEPA1	green	green
PMFBP1	grey	grey
PML	grey	grey
PMP22	green	green
PMPCA	turquoise	pink
PMPCB	grey	grey
PMS1	blue	blue
PMVK	turquoise	pink
PNCK	grey	grey
PNISR	brown	brown
PNKD	grey	grey
PNKP	brown	brown
PNLDC1	grey	grey
PNMA1	blue	blue
PNMA2	red	red
PNMA3	grey	grey
PNMA6A	grey	grey
PNMT	grey	grey
PNN	turquoise	pink
PNO1	blue	blue
PNOC	magenta	magenta
PNPLA1	grey	grey
PNPLA2	brown	brown
PNPLA3	grey	grey
PNPLA4	grey	grey
PNPLA5	grey	grey
PNPLA6	yellow	magenta
PNPLA7	brown	brown
PNPLA8	pink	pink
PNPT1	blue	blue
PNRC1	grey	grey
PNRC2	turquoise	pink
POC1A	blue	blue
POC1B	blue	blue
POC5	turquoise	pink
PODNL1	grey	grey
PODXL	red	red
PODXL2	grey	grey
POF1B	grey	grey
POFUT1	turquoise	pink
POFUT2	brown	brown
POGK	turquoise	pink
POGLUT1	pink	pink
POGZ	turquoise	pink
POLA1	pink	pink
POLA2	blue	blue
POLB	grey	grey
POLD3	turquoise	pink
POLDIP2	turquoise	pink
POLDIP3	turquoise	pink
POLE	blue	blue
POLE2	blue	blue
POLE3	blue	blue
POLE4	blue	blue
POLG	turquoise	pink
POLG2	brown	brown
POLH	turquoise	pink
POLI	brown	brown
POLK	turquoise	pink
POLL	brown	brown
POLM	brown	brown
POLN	brown	brown
POLQ	blue	blue
POLR1A	turquoise	pink
POLR1B	blue	blue
POLR1C	grey	grey
POLR1D	grey	grey
POLR1E	blue	blue
POLR2A	turquoise	pink
POLR2C	grey	grey
POLR2D	turquoise	pink
POLR2E	turquoise	pink
POLR2F	grey	grey
POLR2G	blue	blue
POLR2H	pink	pink
POLR2J3	grey	grey
POLR2K	blue	blue
POLR2L	grey	grey
POLR2M	turquoise	pink
POLR3A	turquoise	pink
POLR3B	turquoise	pink
POLR3C	turquoise	pink
POLR3D	turquoise	pink
POLR3E	turquoise	pink
POLR3F	blue	blue
POLR3G	blue	blue
POLR3GL	grey	grey
POLR3K	grey	grey
POM121L2	grey	grey
POMC	grey	grey
POMGNT1	grey	grey
POMGNT2	grey	grey
POMK	turquoise	pink
POMP	blue	blue
POMT1	turquoise	pink
POMT2	turquoise	pink
PON1	grey	grey
PON2	grey	grey
PON3	grey	grey
POP1	blue	blue
POP4	grey	grey
POP5	blue	blue
POP7	blue	blue
POPDC2	grey	grey
POPDC3	blue	blue
POR	turquoise	pink
PORCN	grey	grey
POSTN	green	green
POT1	blue	blue
POTEM	grey	grey
POU1F1	grey	grey
POU2AF1	magenta	magenta
POU2F1	turquoise	pink
POU2F2	magenta	magenta
POU2F3	grey	grey
POU3F1	grey	grey
POU3F2	grey	grey
POU4F3	grey	grey
POU5F2	grey	grey
POU6F1	brown	brown
POU6F2	grey	grey
PP2D1	brown	brown
PPA2	grey	grey
PPARA	turquoise	pink
PPARD	turquoise	pink
PPARG	grey	grey
PPARGC1A	grey	grey
PPARGC1B	yellow	magenta
PPAT	blue	blue
PPBP	grey	grey
PPCDC	grey	grey
PPCS	grey	grey
PPDPF	grey	grey
PPEF1	grey	grey
PPFIA1	turquoise	pink
PPFIA3	grey	grey
PPFIA4	brown	brown
PPFIBP1	pink	pink
PPFIBP2	grey	grey
PPHLN1	blue	blue
PPIA	blue	blue
PPIC	grey	grey
PPID	pink	pink
PPIE	grey	grey
PPIF	blue	blue
PPIG	turquoise	pink
PPIL1	blue	blue
PPIL2	turquoise	pink
PPIL3	grey	grey
PPIL4	pink	pink
PPIL6	black	black
PPIP5K1	turquoise	pink
PPIP5K2	turquoise	pink
PPL	turquoise	pink
PPM1A	turquoise	pink
PPM1B	turquoise	pink
PPM1D	turquoise	pink
PPM1E	grey	grey
PPM1F	red	red
PPM1G	turquoise	pink
PPM1H	grey	grey
PPM1K	grey	grey
PPM1L	turquoise	pink
PPM1M	yellow	magenta
PPM1N	grey	grey
PPME1	turquoise	pink
PPOX	brown	brown
PPP1CB	blue	blue
PPP1CC	blue	blue
PPP1R10	turquoise	pink
PPP1R11	turquoise	pink
PPP1R12A	pink	pink
PPP1R12B	turquoise	pink
PPP1R12C	brown	brown
PPP1R13B	brown	brown
PPP1R13L	turquoise	pink
PPP1R14A	grey	grey
PPP1R14C	grey	grey
PPP1R14D	grey	grey
PPP1R15A	grey	grey
PPP1R15B	turquoise	pink
PPP1R16A	brown	brown
PPP1R16B	magenta	magenta
PPP1R17	grey	grey
PPP1R18	yellow	magenta
PPP1R1A	grey	grey
PPP1R1B	grey	grey
PPP1R1C	grey	grey
PPP1R2	pink	pink
PPP1R21	turquoise	pink
PPP1R26	turquoise	pink
PPP1R27	grey	grey
PPP1R32	black	black
PPP1R36	black	black
PPP1R37	turquoise	pink
PPP1R3B	grey	grey
PPP1R3C	grey	grey
PPP1R3D	turquoise	pink
PPP1R3E	brown	brown
PPP1R3F	grey	grey
PPP1R7	turquoise	pink
PPP1R8	blue	blue
PPP1R9A	turquoise	pink
PPP1R9B	turquoise	pink
PPP2CA	turquoise	pink
PPP2CB	turquoise	pink
PPP2R1A	turquoise	pink
PPP2R1B	blue	blue
PPP2R2A	turquoise	pink
PPP2R2B	grey	grey
PPP2R2C	grey	grey
PPP2R2D	turquoise	pink
PPP2R3A	pink	pink
PPP2R3B	brown	brown
PPP2R3C	blue	blue
PPP2R5A	turquoise	pink
PPP2R5B	turquoise	pink
PPP2R5C	turquoise	pink
PPP2R5E	turquoise	pink
PPP3CA	turquoise	pink
PPP3CB	turquoise	pink
PPP3CC	grey	grey
PPP3R1	blue	blue
PPP4C	blue	blue
PPP4R1	turquoise	pink
PPP4R2	turquoise	pink
PPP4R4	grey	grey
PPP5C	turquoise	pink
PPP5D1	grey	grey
PPP6C	turquoise	pink
PPP6R2	brown	brown
PPP6R3	turquoise	pink
